%Class,%Class,代码，显示NPC的职业名字。
%Name,%Name,《上古卷轴3：晨风》中的代码，通用对话中显示说话的NPC名字。
Rervam Farethi,雷瓦姆·法雷蒂,NPC_.FNAM
Rerynea,蕾尼雅,NPC_.FNAM
Rerynea Salas,蕾尼雅·萨拉斯,NPC_.FNAM
Resdayn,瑞斯戴恩,晨风的古称。
Resin,树脂,INGR.FNAM
Resist Blight Disease,枯萎病抗性,GMST.STRV
Resist Cold,抵抗寒冷,SPEL.FNAM
Resist Common Disease,常见疾病抗性|抵抗常见疾病,GMST.STRV|SPEL.FNAM
Resist Corprus Disease,抵抗尸化病|尸化病抗性,GMST.STRV|SPEL.FNAM
Resist Corpus Disease,抵抗尸化病,SPEL.FNAM
Resist Disease,抵抗疾病,SPEL.FNAM
Resist Fire,抵抗火焰|抗火,SPEL.FNAM|GMST.STRV
Resist Frost,抗寒|抵抗冰霜,GMST.STRV|SPEL.FNAM
Resist Magicka,抗魔|抵抗魔法,GMST.STRV|SPEL.FNAM
Resist Normal Weapons,抵抗常规武器|抵抗普通武器,GMST.STRV|SPEL.FNAM
Resist Paralysis,抵抗麻痹,SPEL.FNAM|GMST.STRV
Resist Poison,抗毒|抵抗毒素,GMST.STRV|SPEL.FNAM
Resist Shock,抗雷|抵抗闪电,GMST.STRV|SPEL.FNAM
Response from Divayth Fyr,迪维斯·菲尔的回复,BOOK.FNAM
Response to Bero's Speech,《对贝罗演讲的回应》,BOOK.FNAM
REST,休息|憩,CEL|GMST.STRV|SPEL.FNAM
Rest of St. Merris,圣·梅利斯之憩,SPEL.FNAM
Restoration,恢复系,GMST.STRV
Restoration Shirt,恢复衬衫,CLOT.FNAM
Restore,恢复,GMST.STRV
Restore Agility,恢复敏捷,SPEL.FNAM
Restore Attribute,属性恢复,GMST.STRV
Restore Attributes,恢复属性,SPEL.FNAM
Restore Endurance,恢复耐力,SPEL.FNAM
Restore Fatigue,体力恢复,GMST.STRV
Restore Fighter,恢复战士,SPEL.FNAM
Restore Health,生命恢复,GMST.STRV
Restore Intelligence,恢复智力,SPEL.FNAM
Restore Luck,恢复幸运,SPEL.FNAM
Restore Mage,恢复法师,SPEL.FNAM
Restore Magicka,魔力恢复,GMST.STRV
Restore Other,恢复其他,SPEL.FNAM
Restore Personality,恢复魅力,SPEL.FNAM
Restore Skill,技能恢复,GMST.STRV
Restore Speed,恢复速度,SPEL.FNAM
Restore Stealth,恢复潜行,SPEL.FNAM
Restore Strength,恢复力量,SPEL.FNAM
Restore Willpower,恢复意志,SPEL.FNAM
Retainer,家臣,FACT.RNAM
Retene,特内,NPC_.FNAM
Rethan,雷桑,CEL|NPC_.FNAM
Rethan Manor,雷桑府邸,CEL
Rethan Manor Land Deed,雷桑府邸的地契,BOOK.FNAM
Rethan's Shack,雷桑的小屋,CEL
Rethandus Ancestral Tomb,雷坦杜斯先祖墓穴,CEL
Rethelas,瑞泽拉斯,NPC_.FNAM
Retheran,雷瑟兰,NPC_.FNAM
Rethul,雷图尔,NPC_.FNAM
Retort,曲颈瓶,GMST.STRV
Revenant,归来之魂,统称，有血肉的归来之魂被称为骨行者，包括骸骨行者和大型骸骨行者；无血肉的归来之魂包括骸骨、骸骨弓箭手、骸骨战士、骷髅冠军和骨行者。
Reversal,逆转,SPEL.FNAM
Reyas,雷亚斯,NPC_.FNAM
Reynel,雷内尔,NPC_.FNAM
Reynel Uvirith,雷内尔·乌维瑞斯,NPC_.FNAM
Reynis,雷尼斯,NPC_.FNAM
Reynis Ralvani,雷尼斯·拉瓦尼,NPC_.FNAM
Rhalta,拉塔,拉塔神庙，上古卷轴OL的一个地名
Ri'Darsha,里'达沙,NPC_.FNAM
Ri'Dumiwa,里'杜米瓦,NPC_.FNAM
Ri'Shajirr,里'沙吉尔,NPC_.FNAM
Ri'Vassa,里'瓦萨,NPC_.FNAM
Ri'Zaadha,里'扎得哈,NPC_.FNAM
Ria Silmane,莉亚·希尔梅恩,杰迦尔·萨恩的徒弟，也是永恒冠军的指引者、朋友和老师。
Rianciene,里安西娜,NPC_.FNAM
Rianciene Aurilie,里安西娜·奥莉莉,NPC_.FNAM
Ridena,里德娜,NPC_.FNAM
Ridena Othren,里德娜·奥瑟伦,NPC_.FNAM
Riekling,蓝客灵,CREA.FNAM
Riekling Blade,蓝客灵之刃,WEAP.FNAM
Riekling Boarmaster,蓝客灵骑士,CREA.FNAM
Riekling Lance,蓝客灵长矛,WEAP.FNAM
Riekling Raider,蓝客灵袭击者,CREA.FNAM
Riekling Shield,蓝客灵盾,ARMO.FNAM
Riekr,冰地精,哥布林属：冰地精（Riekr）
Rielle,里耶尔,NPC_.FNAM
Riellesel,瑞尔勒塞尔,亚历德语，意为“美之厅”，位于能永德·特维尔遗迹内。
Riften,裂谷,
Right Bal Molagmer Glove,巴尔·莫拉格穆尔右手套,CLOT.FNAM
Right Cloth Horny Fist Bracer,性感之拳右护腕,ARMO.FNAM
Right Gauntlet of Glory,荣耀之右腕甲,ARMO.FNAM
Right Gauntlet of Horny Fist,性感之拳右腕甲,ARMO.FNAM
Right Glass Bracer,玻璃右护腕,ARMO.FNAM
Right Glove,右手套,CLOT.FNAM
Right Glove of the Horny Fist,性感之拳右手套,ARMO.FNAM
Right Hand of Zenithar,泽尼萨尔的右手,CLOT.FNAM
Right Leather Bracer,皮革右护腕,ARMO.FNAM
Right Tower,右塔,CEL
Right Wing,右殿,CEL
Righteousness,公义之力,SPEL.FNAM
Rigmor,里格莫尔,CEL|NPC_.FNAM
Rigmor Halfhand,里格莫尔·半手,NPC_.FNAM
Rigmor's Hut,里格莫尔的小屋,CEL
Rihad,里哈德,
Rilas,里拉斯,NPC_.FNAM
Rilas Arethan,里拉斯·阿雷森,NPC_.FNAM
Rilasi,里拉西,NPC_.FNAM
Rilasi Ralvayn,里拉西·拉尔文,NPC_.FNAM
Rilm,蕾姆,SPEL.FNAM
Rilm's Cure,蕾姆之愈,SPEL.FNAM
Rilm's Gift,蕾姆之礼,SPEL.FNAM
Rilm's Grace,蕾姆的恩典,SPEL.FNAM
Rilms,里姆斯,圣里姆斯，朝圣者跟乞丐的守护者。圣雷姆斯把自己的鞋子送出去，乔装成乞丐，好让自己能更了解穷人。
Rilos,里洛斯,NPC_.FNAM
Rilos Delms,里洛斯·德尔姆斯,NPC_.FNAM
Rilvase,里瓦斯,NPC_.FNAM
Rilvase Avani,里瓦斯·阿瓦尼,NPC_.FNAM
Rilvayn,里尔文,NPC_.FNAM
Rilver,瑞尔维,NPC_.FNAM
Rilver Andothan,瑞尔维·安多森,NPC_.FNAM
Rim of all Holes,众穴之边际,*详见Azura词条。
Rim-men,边际人,生活在边际地区的人，最开始指建立此地的帝国人或尼德人。
Rimhull,寒霜冰洞,CEL
Rimintil,里明蒂尔,NPC_.FNAM
Rimmen,边际,准意：人类的边疆。与布拉维尔和利雅文接壤。
Rindo,林多,NPC_.FNAM
Rindral,林德拉,NPC_.FNAM
Rindral Dralor,林德拉·德拉罗,NPC_.FNAM
Rindu,林杜,NPC_.FNAM
Ring of Aversion,厌世之戒,CLOT.FNAM
Ring of Azura,阿祖拉之戒,CLOT.FNAM
Ring of Dahrk Mezalf,达尔克·梅扎尔夫的戒指,CLOT.FNAM
Ring of Equity,平衡之戒,CLOT.FNAM
Ring of Exhaustion,疲倦之戒,CLOT.FNAM
Ring of Far Reaching,远及之戒,CLOT.FNAM
Ring of Fire Storm,烈焰风暴之戒,CLOT.FNAM
Ring of Fireball,火球之戒,CLOT.FNAM
Ring of Fireballs,多重火球之戒,CLOT.FNAM
Ring of Firefist,火拳之戒,CLOT.FNAM
Ring of Fleabite,蚤咬之戒,CLOT.FNAM
Ring of Hircine,希尔辛之戒,大君希尔辛的一件神器，能令穿戴者自由控制狼化。
Ring of Hornhand,号角之手戒指,CLOT.FNAM
Ring of Ice Bolts,冰霜箭之戒,CLOT.FNAM
Ring of Ice Storm,冰霜风暴之戒,CLOT.FNAM
Ring of Icegrip,冰结之戒,CLOT.FNAM
Ring of Ironhand,钢铁之手戒指,CLOT.FNAM
Ring of Khajiit,卡吉特之戒,CLOT.FNAM
Ring of Khajiiti,卡吉特之戒,大君美瑞蒂亚的一件神器。
Ring of Knuckle Luck,指节之运戒指,CLOT.FNAM
Ring of Lightning Bolt,闪电箭之戒,CLOT.FNAM
Ring of Lightning Storm,闪电风暴之戒,CLOT.FNAM
Ring of Medusa's Gaze,梅杜萨凝视之戒,CLOT.FNAM
Ring of Night-Eye,夜视之戒,CLOT.FNAM
Ring of Nullification,徒劳之戒,CLOT.FNAM
Ring of Phynaster,菲纳斯特之戒,CLOT.FNAM
Ring of Poisonblooms,绽毒之戒,CLOT.FNAM
Ring of Raven Eye,鸦眼之戒,CLOT.FNAM
Ring of Regeneration,再生之戒,CLOT.FNAM
Ring of Sanguine Fluid Evasion,桑吉恩顺避之戒,CLOT.FNAM
Ring of Sanguine Golden Wisdom,桑吉恩黄金智慧之戒,CLOT.FNAM
Ring of Sanguine Green Wisdom,桑吉恩绿色智慧之戒,CLOT.FNAM
Ring of Sanguine Red Wisdom,桑吉恩红色智慧之戒,CLOT.FNAM
Ring of Sanguine Silver Wisdom,桑吉恩白银智慧之戒,CLOT.FNAM
Ring of Sanguine Sublime Wisdom,桑吉恩卓越智慧之戒,CLOT.FNAM
Ring of Sanguine Transcendence,桑吉恩超凡之戒,CLOT.FNAM
Ring of Sanguine Transfiguring,桑吉恩化形之戒,CLOT.FNAM
Ring of Sanguine Unseen Wisdom,桑吉恩隐秘智慧之戒,CLOT.FNAM
Ring of Shadow Form,暗影之形戒指,CLOT.FNAM
Ring of Shockballs,电球术之戒,CLOT.FNAM
Ring of Shocking Touch,雷电之触戒指,CLOT.FNAM
Ring of Sphere of Negation,禁魔领域之戒,CLOT.FNAM
Ring of Stormhand,风暴之手戒指,CLOT.FNAM
Ring of Surroundings,融身之戒,CLOT.FNAM
Ring of Tears,泪之戒,CLOT.FNAM
Ring of the Black Hand,幽暗之手戒指,CLOT.FNAM
Ring of the Five Fingers of Pai,五指之痛戒指,CLOT.FNAM
Ring of the Hortator,统谏使之戒,CLOT.FNAM
Ring of the Wind,风之戒,CLOT.FNAM
Ring of Toxic Cloud,剧毒之雾戒指,CLOT.FNAM
Ring of Transcendent Wisdom,超凡智慧之戒,CLOT.FNAM
Ring of Transfiguring Wisdom,化形智慧之戒,CLOT.FNAM
Ring of Vampire's Kiss,吸血鬼之吻戒指,CLOT.FNAM
Ring of Viewing,回看之戒,CLOT.FNAM
Ring of Wildfire,野火之戒,CLOT.FNAM
Ring of Wizard's Fire,巫师之火戒指,CLOT.FNAM
Ring of Wounds,创伤之戒,CLOT.FNAM
Ringleader,渠魁,FACT.RNAM
Ringvild,林维尔德,NPC_.FNAM
Rinina,丽妮娜,NPC_.FNAM
Rinith,瑞尼斯,NPC_.FNAM
Rinori,里诺里,NPC_.FNAM
Rinori Ienith,里诺里·伊尼思,NPC_.FNAM
Ripened Belladonna,成熟的颠茄,CONT.FNAM
Ripened Belladonna Berries,成熟的颠茄浆果,INGR.FNAM
Riraynea,里拉妮娅,NPC_.FNAM
Riraynea Reladren,里拉妮娅·雷拉德伦,NPC_.FNAM
Rirnas,利纳斯,NPC_.FNAM
Rirnas Athren,利纳斯·阿瑟伦,NPC_.FNAM
Rirne,里尔尼,CEL|NPC_.FNAM
Rirns,里恩斯,NPC_.FNAM
Rirns Uveran,里恩斯·乌维兰,NPC_.FNAM
Riscel,里塞尔,NPC_.FNAM
Risi,里西,NPC_.FNAM
Risi Ice-Mane,里西·冰鬃,NPC_.FNAM
Rissinia,里西妮娅,NPC_.FNAM
Rissun,理森,CEL
Ristaag,净祝狩仪,斯卡尔人的祝福与净化的狩猎仪式
Rithari,瑞萨里,BOOK.FNAM
Rithleen,丽思琳,CEL|NPC_.FNAM
Rithleen's House,丽思琳的房子,CEL
Rithrannir,利斯兰尼尔,NPC_.FNAM
Rivame,里瓦梅,CEL|NPC_.FNAM
Rivame Samandas,里瓦梅·萨曼达斯,NPC_.FNAM
Rivame Samandas's Shack,里瓦梅·萨曼达斯的小屋,CEL
Rivenspire,破碎尖塔,
River Malapi,玛拉毗河,*详见Niben River词条。卡吉特语。
Riverhold,河堡,艾斯维尔北部边境城市。
Rivul,里维尔,CEL|NPC_.FNAM
RKHET,阿尔克特,*详见Arkay词条。锻莫叙事中的阿尔凯，此情况下该词通常必须大写。
RKHT,生死,艾诺菲语。
Robe,长袍|袍,CLOT.FNAM
Robe of Burdens,重负长袍,CLOT.FNAM
Robe of Erur-Dan the Wise,智者埃鲁-丹之袍,CLOT.FNAM
Robe of St Roris,圣·洛里斯的长袍,CLOT.FNAM
Robe of the Drake's Pride,龙之傲长袍,CLOT.FNAM
Robe of the Hortator,统谏使长袍,CLOT.FNAM
Robe of the Lich,巫妖长袍,CLOT.FNAM
Robe of Trials,试炼长袍,CLOT.FNAM
Rockjoint,关节僵硬,SPEL.FNAM
Rogdul,罗格杜,NPC_.FNAM
Rogdul gro-Bularz,罗格杜·格罗-布拉兹,NPC_.FNAM
Roggvar,罗格瓦,NPC_.FNAM
Roggvar Blue-Tooth,罗格瓦·蓝牙,NPC_.FNAM
Rogue,侠盗,CLAS.FNAM|GMST.STRV
Rogue Necromancer,流氓死灵法师,BOOK.FNAM|NPC_.FNAM
Rogue Necromancer's Journal,流氓死灵法师的日记,BOOK.FNAM
Roland,罗兰,INGR.FNAM
Roland Jenseric,罗兰·詹塞里克,
Roland Jenseric's Cabin,罗兰·詹塞里克的小屋,
Roland's Tear,罗兰之泪,INGR.FNAM
Rolasa,罗拉萨,NPC_.FNAM
Rolasa Oren,罗拉萨·奥伦,NPC_.FNAM
Rolasa Oren: Alchemist,罗拉萨·奥伦：炼金术士,ACTI.FNAM
Rolf,罗尔夫,NPC_.FNAM
Rolf Long-Tooth,罗尔夫·长牙,NPC_.FNAM
Rolfish,罗菲希,NPC_.FNAM
Rolfish gra-Dugul,罗菲希·格拉-杜古尔,NPC_.FNAM
Rolis,罗利斯,CEL|NPC_.FNAM
Rolis Garvon,罗利斯·加文,NPC_.FNAM
Rolis Garvon's House,罗利斯·加文的房子,CEL
Rolled Paper,卷纸,BOOK.FNAM
Rollie the Guar,瓜尔罗利,CREA.FNAM
Rolling Pin,擀面杖,MISC.FNAM
Rols,罗尔斯,NPC_.FNAM
Rols Ienith,罗尔斯·伊尼思,NPC_.FNAM
Rolston,罗尔斯顿,NPC_.FNAM
Romandas,罗曼达斯,NPC_.FNAM
Romari,罗马利,NPC_.FNAM
Romavel,罗玛维,NPC_.FNAM
Romayn,罗曼,CEL|NPC_.FNAM
Romoran,罗莫兰,NPC_.FNAM
Romoren,罗莫伦,NPC_.FNAM
Romori,罗莫里,NPC_.FNAM
Romothran,罗莫珊,NPC_.FNAM
Roner,罗纳,NPC_.FNAM
Roner Arano,罗纳·阿拉诺,NPC_.FNAM
Ronerelie,罗涅莉,NPC_.FNAM
Ronerelie Philulanie,罗涅莉·菲鲁兰妮,NPC_.FNAM
Rontha,隆萨,Rontha were an ancient tribe of Nedic people. Rontha were nomadic and particularly warlike.
Roobrush,罗灌,CONT.FNAM|INGR.FNAM
Room Door,房间门,DOOR.FNAM
Rope Bridge,索桥,ACTI.FNAM
Roris,洛里斯,SPEL.FNAM
Roris' Bloom,洛里斯之繁盛,SPEL.FNAM
Roris's Bloom,洛里斯之繁盛,SPEL.FNAM
Roscius,罗斯西乌斯,NPC_.FNAM
Roscrea,洛斯克里亚,一座岛屿，可能在泰姆瑞尔东北方向
Rostlogi,罗斯特洛吉,CEL|NPC_.FNAM
Rostlogi's Shack,罗斯特洛吉的小屋,CEL
Rostorard,罗斯托拉德,NPC_.FNAM
Rotating Corridor,旋转入口,DOOR.FNAM
Rotbone,腐骨,SPEL.FNAM
Rothalen,罗塔伦,NPC_.FNAM
Rothalnim,罗萨尼姆,NPC_.FNAM
Rothalor,罗萨洛,NPC_.FNAM
Rothan,罗森,NPC_.FNAM
Rothan Ancestral Tomb,罗森先祖墓穴,CEL
Rothandus,罗丹达斯,NPC_.FNAM
Rothari,罗塔里,NPC_.FNAM
Rotheloth,罗瑟罗斯,NPC_.FNAM
Rotheran,罗瑟兰,CEL|NPC_.FNAM
Rotheran Propylon,罗瑟兰引路器,ACTI.FNAM
Rotheran Propylon Index,罗瑟兰引路石,MISC.FNAM
Rotheran Slave Key,罗瑟兰奴隶钥匙,MISC.FNAM
Rothis,罗西斯,NPC_.FNAM
Rothis Nethan,罗西斯·内森,NPC_.FNAM
Rothrano,罗特兰诺,NPC_.FNAM
Rothren,罗瑟伦,NPC_.FNAM
Rovone,罗沃恩,NPC_.FNAM
Rovone Arvel,罗沃恩·阿维尔,NPC_.FNAM
Rowboat,小船,ACTI.FNAM
Royal Blood,王室血统,SPEL.FNAM
Royal Guard,王室卫兵,FACT.FNAM|NPC_.FNAM
Royal Guard Boots,王室卫兵靴子,ARMO.FNAM
Royal Guard Cuirass,王室卫兵胸甲,ARMO.FNAM
Royal Guard Greaves,王室卫兵胫甲,ARMO.FNAM
Royal Guard Helm,王室卫兵头盔,ARMO.FNAM
Royal Guard Left Gauntlet,王室卫兵左腕甲,ARMO.FNAM
Royal Guard Left Pauldron,王室卫兵左肩甲,ARMO.FNAM
Royal Guard Right Gauntlet,王室卫兵右腕甲,ARMO.FNAM
Royal Guard Right Pauldron,王室卫兵右肩甲,ARMO.FNAM
Royal Palace,王室宫殿,CEL
Royal Palace Throne Room,王室宫殿王座室,CEL
Royal Palace: Barenziah's Chambers,王室宫殿：巴兰兹娅的寝殿,CEL
Royal Palace: Basement,王室宫殿：地下室,CEL
Royal Palace: Courtyard,王室宫殿：庭院,CEL
Royal Palace: Guards' Quarters,王室宫殿：卫兵宿舍,CEL
Royal Palace: Helseth's Chambers,王室宫殿：赫尔塞斯的寝殿,CEL
Royal Palace: Imperial Cult Services,王室宫殿：帝国教团公署,CEL
Royal Palace: Jail,王室宫殿：监狱,CEL
Royal Palace: Legion Depot,王室宫殿：军团仓库,CEL
Royal Palace: Reception Area,王室宫殿：接待处,CEL
Royal Resistance,王室抵抗,SPEL.FNAM
Royal Signet Ring,王室纹章戒指,CLOT.FNAM
Royal Writ of Execution,王室处决令,BOOK.FNAM
Rubble,砾石,ACTI.FNAM
Ruby,红宝石,INGR.FNAM
Ruby Hopper,红宝石跳蛙,黯沼的一种稀有青蛙，非常容易受到惊吓。
Ruby Isles,红钻群岛,帝都所在的群岛。
Ruccia,鲁西亚,NPC_.FNAM
Ruccia Conician,鲁西亚·康尼奇安,NPC_.FNAM
Ruddy Man,红润者,即蟹灵之父(Father of the Dreugh)，蟹灵们曾与维威克决战，红润者及其子嗣被击败，最终同意将蜕下的壳交于丹莫制甲。
Rueful Axe,悔恨之斧,大君克拉威库斯·维尔的一件神器。
Rufinus,鲁菲努斯,MISC.FNAM|NPC_.FNAM
Rufinus Alleius,鲁菲努斯·阿莱乌斯,NPC_.FNAM
Rufinus Alleius' Key,鲁菲努斯·阿莱乌斯的钥匙,MISC.FNAM
Ruinach,墟主/汝因拉克,一种躯干生有四臂的Daedra，是梅鲁涅斯·大衮麾下的精英，常自称为“梅鲁涅斯·大衮的“第五只手”。
Ruined Shrine to Boethiah,毁坏的波耶西亚圣祠,ACTI.FNAM
Ruined Statue of Boethiah,被毁坏的波耶西亚雕像,ACTI.FNAM
Ruins,遗迹,
Rulanyil's Fall,鲁兰伊尔之陨,位于瓦伦伍德绿荫地区的一处亚历德遗迹，位于木炉城东北方。
Rulfim,鲁菲姆,NPC_.FNAM
Rulfim gra-Ogdub,鲁菲姆·格拉-奥格杜布,NPC_.FNAM
Rulician,鲁利西安,NPC_.FNAM
Ruma,鲁玛,曼卡·卡莫然之女。
Rumare,鲁马雷,NPC_.FNAM
Runa,卢娜,NPC_.FNAM
Runethyne,鲁内瑟妮,CEL|NPC_.FNAM
Runethyne Andas,鲁内瑟妮·安达斯,NPC_.FNAM
Runethyne Andas's Farmhouse,鲁内瑟妮·安达斯的农舍,CEL
Runic Alphabet,符文字母,由ESO首创的刻在附魔符文上的字母，含义不明。
Ruptga,鲁普塔伽,尤库达众神之首，又称“高老爹”。
Ruran,鲁兰,NPC_.FNAM
Ruran Stoine,鲁兰·斯托尼,NPC_.FNAM
Rurvyn,鲁文,NPC_.FNAM
Russafeld,鲁萨菲尔德,奥德莫语。意为“恐怖神殿”。
Rust Chancre,锈性下疳,SPEL.FNAM
Rusted Chest,生锈的箱子,CONT.FNAM
Rusted Dwemer Cabinet,生锈的锻莫储藏柜,CONT.FNAM
Rusted Lever,生锈的杠杆,ACTI.FNAM
Rusted Riekling Blade,生锈的蓝客灵之刃,WEAP.FNAM
Rusted Steel Dwemer Table,生锈的钢制锻莫桌子,CONT.FNAM
Rusty Dwemer Cog,生锈的锻莫齿轮,MISC.FNAM
Rusty Dwemer Key,生锈的锻莫钥匙,MISC.FNAM
Rusty Key,生锈的钥匙,MISC.FNAM
Rusty key into Indaren Tomb,进入英达伦墓穴的生锈钥匙,MISC.FNAM
Rusty Old Key,生锈的旧钥匙,MISC.FNAM
Ruthrisu,露丝莉苏,NPC_.FNAM
Ruthrisu Andoril,露丝莉苏·安多里尔,NPC_.FNAM
Ruuz,鲁兹,NPC_.FNAM
Ruvene,路薇妮,NPC_.FNAM
Ruvene Ulven,路薇妮·乌尔温,NPC_.FNAM
Ryon,里昂,NPC_.FNAM
S'Bakha,沙'巴克哈,NPC_.FNAM
S'Radirr,沙'拉蒂尔,NPC_.FNAM
S'Rava,沙'拉瓦,NPC_.FNAM
S'Raverr,沙'拉维尔,NPC_.FNAM
S'Renji,沙'仁吉,NPC_.FNAM
S'Vandra,沙'万德拉,NPC_.FNAM
S'virr,沙'维尔,NPC_.FNAM
S'wit,蠢货,“slackwit”或“slow-witted”的缩写，脏话。
Saber,军刀,WEAP.FNAM
Sabinus,萨比努斯,CEL|NPC_.FNAM
Sabinus Oranius,萨比努斯·奥拉纽斯,NPC_.FNAM
Sabinus Oranius' House,萨比努斯·奥拉纽斯的房子,CEL
Sabrina,萨布丽娜,NPC_.FNAM
Sabrina Vitellia,萨布丽娜·维泰利亚,NPC_.FNAM
Saccus,萨卡斯,NPC_.FNAM|REPA.FNAM
Sack,麻袋,CONT.FNAM
Sacrifice Ring,献祭之戒,CLOT.FNAM
Sad Farewell,告别信,BOOK.FNAM
Sadal,萨达尔,NPC_.FNAM
Sadal Doren,萨达尔·多伦,NPC_.FNAM
Sadalas,萨达拉斯,NPC_.FNAM
Sadalvel,萨达维,NPC_.FNAM
Sadas,萨达斯,NPC_.FNAM
Saddarnuran,萨达努兰,NPC_.FNAM
Sadela,萨德拉,NPC_.FNAM
Sadela Areth,萨德拉·艾瑞斯,NPC_.FNAM
Sader,萨德尔,NPC_.FNAM
Sadoro,萨多罗,NPC_.FNAM
Sados,塞多斯,CEL
Sados Relothan's House,塞多斯·雷洛冉的房子,CEL
Sadralo,萨德拉洛,NPC_.FNAM
Sadrano,萨德拉诺,NPC_.FNAM
Sadri,萨德利,NPC_.FNAM
Sadri Manor,萨德利府邸,CEL
Sadrith Mora,萨德瑞斯-莫拉,CEL|ACTI.FNAM
Sadrith Mora Slave Key,萨德瑞斯-莫拉奴隶钥匙,MISC.FNAM
Sadryn,萨德林,NPC_.FNAM
Sadryn Volos,萨德林·沃洛斯,NPC_.FNAM
Sadryon,萨德里昂,NPC_.FNAM
Sadryon Ancestral Tomb,萨德里昂先祖墓穴,CEL
Sadrys,萨德瑞斯,NPC_.FNAM
Sadus,萨杜斯,NPC_.FNAM
Saenus,塞努斯,NPC_.FNAM
Saenus Lusius,塞努斯·卢西乌斯,NPC_.FNAM
Saetring,赛灵,NPC_.FNAM
Saetring the Nord: Smith,诺德人赛灵：铁匠,CEL
Saguine Leaping,桑吉恩飞跃,SPEL.FNAM
Saharnatturapli,沙哈那图拉普利,NPC_.FNAM
Sai,赛,幸运之神
Saint Deyln Canton,圣·德林行政区,ACTI.FNAM
Saint Nerevar,《圣徒尼瑞瓦》,BOOK.FNAM
Saint Olms Canton,圣·奥姆斯行政区,ACTI.FNAM
Saint Plenty's Day,圣徒丰收节,
Saint Vorys,圣沃里斯,*详见Vorys词条
Saint's Black Sword,圣徒黑剑,WEAP.FNAM
Saint's Shield,圣徒之盾,ARMO.FNAM
Saintly Touch,圣洁之触,SPEL.FNAM
Saintly Word,圣洁之辞,SPEL.FNAM
Saints of the Sword,剑之圣徒,*详见Ansei词条。
Sakeepa's House,萨基帕的房子,
Sakin,萨金,NPC_.FNAM
Sakin Sanammasour,萨金·萨纳马苏尔,NPC_.FNAM
Sakiran,萨奇冉,CEL|NPC_.FNAM
Sakiran's Yurt,萨奇冉的帐篷,CEL
Sakulerib,沙库莱里布,NPC_.FNAM
Sal,萨尔,NPC_.FNAM
Sal Pudashara,萨尔·普达萨拉,NPC_.FNAM
Sala,萨拉,NPC_.FNAM
Salache,萨拉切,亚历德语，即傲特莫。
Saladnius,萨拉德纽斯,NPC_.FNAM
Salam,萨拉姆,NPC_.FNAM
Salama,萨拉玛,NPC_.FNAM
Salama Andrethi,萨拉玛·安德雷西,NPC_.FNAM
Salandas,萨兰达斯,NPC_.FNAM
Salaren,萨拉伦,NPC_.FNAM
Salaron,萨拉隆,NPC_.FNAM
Salas,萨拉斯,NPC_.FNAM|CEL
Salas En,萨拉斯·恩,位于落锤阿利克尔沙漠山区的一座大型亚历德遗迹。
Salas Valor,萨拉斯·瓦勒,NPC_.FNAM
Salattanat,萨拉塔纳特,CEL|NPC_.FNAM
Salattanat's Yurt,萨拉塔纳特的帐篷,CEL
Salavel,萨拉维,NPC_.FNAM
Salay,萨莱,NPC_.FNAM
Salay Yessur-Disadon,萨莱·耶苏尔-迪萨顿,NPC_.FNAM
Salen,萨伦|莎伦,NPC_.FNAM
Salen Ravel,莎伦·拉维尔,NPC_.FNAM
Salenim,萨莱尼姆,NPC_.FNAM
Saliache,萨利亚切,*详见Ayleid词条。
Salit Camp,萨利特营地,CEL
Salkatanat,萨尔卡塔纳特,NPC_.FNAM
Salmantu,萨尔曼图,CEL
Salmat,萨尔马特,NPC_.FNAM
Salmat Elarrapal,萨尔马特·埃拉拉帕尔,NPC_.FNAM
Salmus,萨尔姆斯,NPC_.FNAM
Salmus Kaushmamanu,萨尔姆斯·考什马努,NPC_.FNAM
Salmyn,萨尔敏,NPC_.FNAM
Salobar,萨洛巴,NPC_.FNAM
Salor,萨洛,NPC_.FNAM
Salora,萨洛拉,NPC_.FNAM
Salora Salobar,萨洛拉·萨洛巴,NPC_.FNAM
Salothan Ancestral Tomb,萨洛赞先祖墓穴,CEL
Salothran Ancestral Tomb,萨洛特兰先祖墓穴,CEL
Salt Rush,咸水灯芯草,一种像针尖般锋利的植物，其遍布在黯沼的咸水中。
Saltrice,盐水稻,INGR.FNAM|CONT.FNAM
Salvani,萨瓦尼,NPC_.FNAM
Salvas,萨尔瓦斯,NPC_.FNAM
Salvas Areleth,萨尔瓦斯·阿雷斯,NPC_.FNAM
Salvel Ancestral Tomb,萨尔维尔先祖墓穴,CEL
Salver,萨尔维,NPC_.FNAM
Salver Lleran,萨尔维·勒然,NPC_.FNAM
Salvi,萨尔维,NPC_.FNAM
Salvu,萨尔福,NPC_.FNAM
Salyn,萨利恩,CONT.FNAM|NPC_.FNAM
Salyn Sarethi,萨利恩·萨雷蒂,NPC_.FNAM
Salyn Sarethi's Chest,萨利恩·萨雷蒂的箱子,CONT.FNAM
Salyni,萨莉妮,NPC_.FNAM
Salyni Nelvayn,萨莉妮·内尔维恩,NPC_.FNAM
Samandas,萨曼达斯,CEL|NPC_.FNAM
Samara,萨玛拉,尤库达北部的一座岛屿。
Samarys Ancestral Tomb,萨马瑞斯先祖墓穴,CEL
